嗯嗯是是是是满意	1
对呀你说吗但我报多少有什么话对啊对啊喂你刚装的	0
喂你好唉你说吧我说98703密码有吗	0
喂啊你说啊对嗯对的满意	1
呃样子发放没动静了	-1
嗯那是啊行吗嗯死呢要满意啊	1
唉对对对噢方便现在开始开的喂喂唉满意满意	1
[用户静音]嗯嗯嗯都不太清恩谢谢	0
啊是的喂喂喂喂听到吗[用户静音]你好噢好的妈妈你妈妈	1
嗯嗯方便方便啊对嗯嗯还是申报	1
[用户静音]方便对啊就这样对刚刚才就是你们公司后边慢慢试吧	0
嗯嗯嗯你说吧你尽快抓紧忙着呢1	0
嗯你好嗯是的恩方便1	1
噢对你说喂你说	0
唉方便对的对的对的满意	1
是呃我不是他本人啊	0
喂[用户静音]嗯是的嗯满意	1
我怎么晕这么麻烦	-1
唉喂喂嗯对嗯对不用符合嗯没了	0
喂你说吧投诉5717752	-1
嗯嗯你讲你讲啊喂嗯你们小孩喂你们今天公司	0
嗯[用户静音]未按键	0
什么事啊喂对啊不呢	-1
对是的方便的对的[用户未说话]满意	1
[用户未说话]	-1
嗯对嗯嗯可11	0
噢方便对对听得到了马1口很满意	1
是啊喂喂对啊满意怎么满意	1
帮助嗯方便你说吧对喂喂呃满意的	1
唉嗯说吧唉对的嗯嗯证券满意	1
唉你好喂嗯对喂嗯满意	1
[用户未说话]	-1
喂[用户未说话]7716对啊去办可1	0
你好呃现在现在现在我在上班了方便给我回复你	1
嗯恩输了n[用户未说话]嗯嗯对满意	1
噢是了呃方便你说1	1
啊是的啊你说1	0
[用户未说话]你讲对对的嗯满意	1
是的啥事啊方便啊未按键	1
你姓名啥时唉现在满了还没有时间啊	-1
王大哥噢嗯对嗯满意	1
啊方便唉喂对对对满意嘛我保险都是在你们公司分部在你们公司买掉啊	0
嗨你好嗯对没有没有	0
[用户静音]方便1	1
喂喂你讲对蒸饺蒸饺呃没有经过个暂时是第1次	-1
对嗯方便对对满意的	1
唉那你等1会再打吧我这正忙着呢好不好下午下午好吧	-1
喂喂你好嗯那么回事吗我跟你说了我也没有收到保单我还没有回了他买了那个保险还不晓得怎么回事情	-1
喂呃对是的满意	1
噢是你你说你说	0
什么事什么是池州对对可1啊	-1
啊嗯嗯我听不懂你讲老子野兽不懂吗他回来我再打嘛现在他没开	-1
对呃现在方便1	1
[用户静音]喂喂啊未按键	0
喂嗯还都心情不好点卖掉呢啊对对对好的满意满意我我又反复怎么微信怎么来给我讲嘛	1
嗯是啊好的那李松安路给我喂喂是的	1
好了少了两个了那个信用卡中心嗯白色的[用户未说话]	0
对什么信息啊是啊是啊我们也搞不清楚啊这个我们这我们还不得房子现在就是该买保险问题买保险啊	-1
好的对呃对呃对[用户静音]	1
你是不是现在我也没减号我也不方便那能那个谁收啊能够涉及不到啊呵呵基本上是可1可1来满意呢	1
喂喂是的是的啊满意	1
哪个你说嘛你说啊对的你们公司什么服务啊无耻	-1
什么事嗯噜拊可1挂机干嘛可1	-1
本家有十次了申部门吗未按键	-1
嗯对嗯嗯可1未按键	-1
呃咋啦喂喂未按键	-1
喂你好[用户静音]	0
对对对对嗯喂啊喂	1
谁好好好那就停了给他还噢行行啊嗯	1
[用户静音]呃方便1	1
[用户静音]嗯你说1	0
喂嗯有有什么事啊你说呃你说买4买了1份保险的对啊呃对对对你还可1吧	0
喂什么事啊是啊手机号码是这样的吗有什么事吧不够满意	-1
唉唉嗯怎么嗯对嗯对哪里	0
什么事什么车牌号啊	0
唉方便稍等嗯对嗯对对对满意	1
喂喂唉帮你唉对满意	1
嗯当然它停在路口不	0
唉嗯5505881呃满意	1
喂聪明的那个对对对对对还可以啊	1
喂呃嗯嗯嗯对嗯满意的	1
是啊方便是啊对嗯满意	1
啊要等到晚上赶赶货怎么不在孔子未按键	-1
[用户静音]噢是的我买了1份交强险1	0
呃是是是嗯现在上面呢啥对啊喂还有什么没喂喂我挂了行不满意不满意听方便听清楚	-1
干什么嗯说说吧算了嗯嗯嗯可1	-1
什么呃你你有什么保险啊是3轮车保险呢未按键	-1
[用户静音]方便	1
噢是嗯方便你说1	1
呃是的这1块还有点不方便你等会打行不行那你现在1	-1
喂呃叫嘛嗯对嗯对嗯嗯好	1
对对对嗯未按键	0
啊你干吗喂昨天的吗做什么啊[用户静音]	-1
是啊喂什么啊[用户未说话]啊是啊恩还行	1
哪位[用户静音]未按键	-1
嗯是啊[用户静音]	0
嗯嗯嗯喂喂对对	0
密码是多少[用户静音]你说1	0
是啊投诉嗯嗯[用户静音]	-1
喂呃方便你说车牌号对的满意	1
噢噢嗯对的是的嗯还可1	0
喂是的喂未按键	-1
嗯是噢你说吧1	0
对有什么事说嗯嗯对对的保险上都有啊哪1	0
喂喂喂唉对对的对的[用户静音]	0
是啊啊是啊喂就是	1
啊是的可1可1未按键	-1
唉是你哪位车辆保险人寿我噢是车牌号是多少我我记不得了	0
喂那个桨后面讲嘛喂喂讲满意满意	1
喂呃上海对对对啊	0
是的很快的啊是的喂你好说话啊	1
[用户未说话]现在还嘛就什么也还是怎么谢谢啊投诉是卡号满意满意	0
噢方便你说未按键	1
用户已启动通讯录里了话提醒语音留言请按1结束请挂机您拨打的用户已启动通讯录里了话提醒语音留言请按1结束请挂机您拨打的用户已启动通讯录里了话提醒语音留言请按1结束请挂机您拨打的用户已启动通讯录里了话提醒语音留言请按1结束请挂机您拨打的用户已启动通讯录里了话提醒语音留言请按1结束请挂机	-1
嗯帮助怎么说嗯对啊正常满意	1
是的方便方便对对对对对好1点嘛就喝	1
呃老老讲要的那个想把我这麻烦你给我人在看够吗	-1
唉说呃可1嗯拜拜对相当满意	1
帮助啊呃那么吗噢对满意满意	1
[用户未说话]	-1
是啊是的未按键	0
是啊这话对啊咦这大爷呢还可以啊买的保险就是你们人寿保险	1
唉啊对恩对满意	1
是的你这是嗯你说	0
[用户未说话]	-1
谢谢他给我老婆后面方便很方便的啊对满意	1
[用户静音]哪未按键	0
是啊那什么算了元啊[用户未说话]	-1
喂诏安就是[用户未说话]啥事啊是	-1
那所说吗嗯嗯男人	0
是你说方便你说	1
唉嗯因为没卖过啊不是不是我们从来没有那个态度抱歉我也没没搞	-1
呃飞到哪了呢喂喂喂方便啊怎么了呃是啊呃是的是的恩暂时还不知道因为我车子没出过险在出险了才知道你们的服务好不好吗	-1
呃对可1啊对对对对呀满意	1
唉对呀怎么了呃对啊对对对[用户静音]	-1
喂请讲请讲嗯对满意	1
[用户未说话]	-1
吃饭嗯嗯方便说吧呃对的唉对对对满意啊可1的	1
啊什么事啊喂喂喂查	-1
嗯是的嗯嗯未按键	0
喂那是什么信息啊对对啊嗯嗯可1	0
唉你好对喂嗯嗯对喂满意满意满意	1
喂唉喂我现在对对我还不知道我我我把它的垫子好电电子版的方便发给我	0
是喂是的[用户静音]	0
嗯怎么说喂嗯对的还行满意	1
清算噢对稍等喂pum378	1
什么税我现在不方便啊	-1
恩你说对唉满意	1
[用户静音]好你说什么对的喂	0
嗯我在嗯站我要请问嗯对的谢谢满意	1
嗯不知道什么喂呃呃啊哦那个评价说啊	0
[用户静音]还核对什么信息吗1	0
帮我看下啊我想嘛然后再说1	0
噢就是201未按键	0
[用户静音]已开我说这理财吴我不告诉你我还是不知道徐我不想告诉你手机亲爱的	0
你哪里啊你说你说对嗯	-1
[用户静音]喂1	0
喂嗯刚才已经发出来了吗对对还可以吧	0
是啊方便呢几天行吗我当时是嗯啊满意满意	1
买了水嗯你说是[用户未说话]喂你好	-1
喂你好投诉喂嗯40手机就是	-1
说什么说扫描呢嗯喂喂对可1的嗯	0
[用户静音]喂	0
是啊噢方便你说1	1
喂请问1下电子账户申请方式无法进行那个无嗯方便身份证手续行我我那个1百块钱的保险还没有信息还没发过来呢	-1
唉是是是对对非常满意啊	1
嗯我姓沈噢什么你说嗯嗯本人是嗯那也满意	1
唉我昨天把这个东西呢	-1
[用户未说话]你说吧唉那个外部很了解我才办	0
喂啊嗯喂满意呀	1
你是哪位嗯你说1	0
啊喂啊这样喂嗯对还可以吧	1
喂你好你讲是对对还可以吧	0
呃喂呃房东喂嗯是的嗯对满意	1
啊喂说说方便唉对对嗯嗯对十月份空运	1
啊对呃可1可1未按键	-1
[用户静音]噢你说	0
你好嗯你说吧对对恩还好吧	0
嗯到了其他不需要	0
对可1对对满意	1
喂房顶满意所1呢呃满意	1
是的请讲机器人	0
嗯嗯对谢谢你问那些干嘛	0
喂让我交吗喂喂好的	1
挂失噢没有我现在忙着好吧	-1
[用户静音]啊你说1	0
唉对啊噢我再不方便那孩子	-1
呃[用户静音]	0
嗯等1下现在没时间	0
唉是的呃是的嗯可1	0
噢对好你说未按键	0
恩恩说吗嗯不要嗯再见嗯嗯满意	0
什么情况昨天说什么是刚才说证书重点说重点说中间有什么是废话多能听到我不想说可以吗别影响我做事情	-1
说说吧规定嗯对对对[用户静音]	0
是啊可1未按键	-1
喂唉我真的蒙天我买的操作我没带	-1
喂喂是啊对还是挺好的	1
喂你好对对满意	1
[用户静音]嗯	0
呃对呃什么什么是吧[用户静音]你刚才说车牌号码是多少啊	-1
他说他现在回家喂喂喂喂他父亲到那个纳税钱了所1这方面都还其他	-1
怎么说好好对嗯可1吧	0
哪个呢我买的保险[用户静音]条件可能应该是卖出啊反正1楼	0
[用户静音]嗯呢接收不到有什么事啊唉毛衣毛衣可1那满意啊	1
嗯你好呃对不起我现在这有点事啊忙着呢	-1
嗯对的喂你好嗯你好怎么对的嗯挺好的	1
喂你好帮我喂唉啊什么错哪个公司啊噢还行还行嗯嗯满意	1
噢嗯真不方便了等1下啊	1
喂呃方便唉对恩对就是这个号码满意很满意	1
行我自己说吧噢对啊呃可1吧	0
嗯那个忙着这就是啊	0
对是的唉喂满意吗你们	1
剩啥事情查业务未按键	-1
嗯干干嘛去啊固定对刚刚不是	-1
对啊[用户静音]嗯你说的我不接电话都不还不是的我有1朋友交通了嗯还可1吧	0
嗯喂喂喂转人工服务加油呗	1
喂你搞的喂芜湖县故障是不是要考虑嘛都不利索拨打的用户线故障这是淮北要跑了好多了您所拨打的用户线故障这是乖哟跑了好多杯您所拨打的用户线故障	-1
你好错了你们这个电话刚开始的时候发信息给我说买车辆保险的信息是不对的又不是我的	-1
喂可1你讲吧爱人唉可1	0
喂有什么事说说你说你有什么事你就说嗯对呀有问题吗满意吧	1
对啊方便对对满意	1
嗯是[用户未说话]当地能听到满意	1
不是呃认识1881108324	-1
嗯对方便对满意	1
嗯可1对对可1	0
嗯这嗯打过了吧	0
嗯说明啊喂喂满意满意	1
喂嗯嗯嗯嗯是的满意	1
唉对对对[用户静音]方便的喂喂满意满意	1
啥子喂你好未按键	-1
喂啊什么喂什么公司啊是不是我的手机不是我的手机现在这个主人不在这里	-1
嗯真的嗯嗯他说可1吧	0
是啊方便方便啊呃满意吗	1
你找呢说是噢你说1	0
喂你好你好喂唉你好对的对的满意	1
你好你能不能说话正常1点	-1
是鹌鹑蛋什么请问	-1
嗯是呃方便方便说吗未按键	1
恩呃方便嗯对对的但是这个车牌还是名牌要到时候要改的对的恩还好	1
喂你说对对满意	1
喂方便方便对对对对也都点满意满意肯定不1样没满意然后汇到你们估计就是去投稿申报了	1
那个那是啊给我嗯我沉睡的这个吗	-1
嗯方便对嗯短信	1
[用户静音]啥时间没东西喂什么1点我前天你们的吗	-1
这什么干什么上面的叫什么怎么开呀你问这是什么意思你问我有什么事啊我又没卖开	-1
[用户静音]嗯你说1	0
你好说什么了可1啊你你你问问对对满意	1
是喂听说喂对满意	1
[用户静音]不客气	-1
对你讲嗯嗯对的[用户静音]	0
喂喂嗯嗯我还今天第1次叫你们中国人都爆线不晓得满意不	1
会有内容那啥讲我喂听听不到中国人财财产朋友	0
[用户未说话]嗯可1对对嗯满意	1
对嗯要说什么吗你说嘛呃对[用户静音]	0
对嗯你说吧对对我买菜满意的	1
喂你是哪个保哪个保险公司的	0
呃喂是的负担喂	-1
嗯对[用户静音]	0
呃是什么算你说嘛嗯嗯对的很满意	1
这我不用不会用信息	-1
对啊嗯是啊对啊满意	1
需要可1啊对对嗯而且还可1	0
喂是啊我现在还是方便1点事情等1下啊噢哪个车啊喂我有几个开啊就是叫哪1个才啊	1
唉嗯你说嗯嗯也不1定这个就是说这个电话号码吗后来的车都是我来噜拊还可1	-1
唉你说对对对对啊现在在用满意	1
打123喂喂嗯请问1下你好	0
喂嗯喂嗯对啊现在	0
对啊我现在上班呢	0
[用户静音]就这个就这个1	0
到了你说吧未按键	-1
谁啊说对对可1	0
呃对嗯现在方便现在听到不嗯对嗯满意满意	1
对嗯对对摩托车的事对哪些	0
是啊方便方便1	1
是是是对对对对嗯	0
喂说吧啊对n对满意	1
嗯你说喂是的对的嗯很满意	1
啊是的嗯可1的你说投诉建议哪个满意都321嗯对的满意	1
喂呃你好恩好1	0
[用户静音]嗯你说1	0
开发的呃这个1	-1
[用户静音]你说1	0
唉对方便唉对对满意	1
是的噢那刚才正好在这里盲道不好意思啊	1
唉对说吧未按键	-1
刚刚个报销噢噢使用积分噢嗯可以还可以是	1
对申车辆保险噢噢对[用户静音]	0
帮助什么事啊好吗什么是的满意的	1
喂嗯是的嗯是的怎么了嗯对的非常满意	1
你好嗯什么保险啊人寿保险啊方便的方便对的对的嗯呢谢谢	1
啊我是嗯平安路按键要还进去喂嗯对确认原件及	0
你给我查1下问你市政府	-1
呃对方便对对满意	1
呃对喂喂嗯对对的还行	1
嗯嗯是的方便的嗯是的[用户未说话]	1
喂喂方便对对对嗯可1吗我是联通满意杯1直到现在都是进你们这个有社保的	1
嗯嗯开户行未按键	-1
唉唉你好请讲喂那个方便方便请讲对对对满意	1
是干嘛我现在太忙了	0
喂你好啊噢对呀满意	1
喂噢喂喂是的是的喂喂然后你不喂喂喂明天早晨	0
是啊方便你说什么多少对可1满意	1
是啊嗯方便你说对是啊但是还有什么要问的吗	0
是的你是噢未按键	0
喂你好基本介绍弟弟1505重新下载这边不是那个嗯我我那个不是你那个你那个车牌号可1更改吗应该的	0
好好喂喂不发表的都好了嗯嗯好勒	1
你好为什么是请讲[用户静音]讲过给这话应该是不正常的	-1
唉他们家怎么回事啊对呀对呀解决好了吗	-1
喂喂喂不合法呢	-1
请问有什么事啊我有事	-1
这是关不是要跑人家偷着悲悯所拨打的用户线故障	-1
喂呃好谢谢啊呃喂喂喂你好	1
[用户静音]噢意思啊未按键	0
嗯请问什么事啊你说77553对对喂	0
对方便对呀喂喂去维权供气请问你要啊对啊你说呢	1
呃说吧对请你帮我把他有没有出现什么	0
喂你好啊你你你你说吧对对嗯满意	1
嗯啊他们都觉得很好的对哪1	1
我知道天天报警车辆保险按摩器859353投诉对对满意挂了	-1
对呃可1可1对对对对对对对对噢还得卖了到现在他怎么卖不卖要有u才晓得吗	0
喂方便方便的喂满意	1
唉嗯嗯唉对谁呀还可1吗	-1
嗯嗯你好你好现在不	0
[用户静音]你说1	0
[用户静音]唉嗯嗯对嗯对恩可1啊满意	1
呃我我我是他福莱芜喂我现在不方便你打15285538840吗	-1
对对喂对972989	1
噢噢你说车险1	0
喂喂喂满意满意	1
嗯什么事什么希望你讲吧对对再见满意的	1
唉你好对嗯讲呢喂喂喂呃满意	0
这是什么时候喂什么事啊对不能说喂	-1
喂你好方便请讲对对非常满意	1
喂你好啊豆我们到时我们路走的兜里装着人走的路	0
唉喂你怎么找啊唉对我不是牌子对对对	-1
嗯[用户静音]1	0
是啊呃这个不方便晚点吧	-1
对啊对啊对啊还可以还有其它什么方便有	1
在我上面讲了应该	0
是的是的嗯你说吧对对对对对对对满意非常满意	1
哪里这很不方便中午	-1
喂呃对对对对嗯满意满意	1
喂喂派出所噢那你说嗯嗯deaf恩惠满意	1
喂[用户静音]嗯好嗯死呢满意吗也满意	1
喂那啥交吗喂喂唉搞不清楚刚刚开始那个小的清楚	-1
唉对我现在不方便两天的再才去还	-1
是啊说吧未按键	-1
唉对嗯说吧呃对的对满意	1
这是什么意思去球场电话费是怎么电话喂喂还[用户未说话]	-1
[用户未说话]	-1
[用户静音]方便喂嗯还可1	1
[用户静音]昨天不是打电话吗	0
那干啥你说说啊未按键	-1
嗯嗯嗯嗯对哪里	0
你好呃不方便噢后天早晨	0
嗯嗯可1的嗯是的可1吗	0
啊对车险啊对呃对嗯	0
对呃请讲对对可1了	-1
嗯对嗯浪信息吗唉你我那个那个1吹因为我那个是那个e什么[用户静音]	-1
嗯嗯拜拜嗯嗯假如真吗拜拜拜拜	0
唉对好可1嗯对对还行	0
你好怎么说请说是的是的满意吗	0
喂噢你说对对还可1啊	0
唉[用户静音]	-1
唉啊对啊对啊怎么说呢	-1
[用户静音]呃方便对对满意啊	1
对啊方便你说1	1
呃我他现在已经出去了我搞出去1下怎么了不是他老婆	-1
对其他的事啊怎么到了交通方面行行行	0
嗯嗯你说吧对嗯对嗯嗯	0
喂你好你说你说	0
唉加吗唉喂麻烦你	-1
呃呃现在没空啊	-1
是啊春联保险租租了1条叮叮还嗯等1下再联系	0
嗯投诉不是已经回访了吗要回回访多少次嘛	-1
怎么了嗯你说1	-1
喂到现在没时间啊谢谢啊	1
呃对吗喂呃对喂报	-1
那个那个就那个锁死了那不白就是说不是有个朋友然后他这边您所拨打的用户线故障这是淮北要跑了好多了您所拨打的用户线故障这是淮北有好多人好多了您所拨打的用户线故障也是不考虑您所拨打的用户线故障这是关不是要跑了好多4月份您所拨打的用户线故障也是不唉不是要跑人民所拨打的用户限购炸这是淮北要破门也好都给您所拨打的用户那个堡利高尔夫这边您所拨打的用户线故障	-1
喂你好话费未按键	-1
唉对噢我现在开车等1下好吧唉我现在在开车在高速路上开车	-1
对是是啊什么的对对对对对对满意满意	1
是啊拜拜对对喂	0
是啊好方便对恩是啊可1啊	1
对对唉你对嗯对对	0
嗯兰村我不得空区别啊[用户静音]我在门呢	0
喂喂喂喂[用户静音]嗯不是不是唉好	0
是啊你投诉对啊对的嗯可1	-1
啊发别人就是未按键	-1
啊是啊房子未按键	0
[用户未说话]	-1
啊对有什么事什么东北的怎么操喂有什么事啊我不知道	-1
唉对嗯可1未按键	-1
是方面对对[用户未说话]	0
喂噢那个qq27默克尔布啊噢	1
嗯什么时候嗯嗯[用户静音]是的满意	1
唉对唉方便现在唉对啊对而且要办满意	1
嗯为什么呢现在	0
唉对嗯这样吧上学唉对[用户静音]那行啊	-1
噢你好噢未按键	0
[用户未说话]	-1
你好请问下有什么事啊嗯你听说吗对的喂喂噢	0
唉嗯可可1的喂能听见呃对嗯满意呢	1
[用户未说话]	-1
唉嗯对啊对呀怎么啦1般般吧把人就是这样反正我那个交保险又不是说搞什么就是找1个平安的	-1
嗯对对对房产方面嗯对对对对对对嗯还可1	0
呃对呃你说吧我现在干嘛呢发动机发动机号吧嗯嗯对噢你说的是那个	-1
喂你好就说对对满意	1
是是的嗯对对对你说	0
[用户未说话]噢喂呃对嗯嗯拜拜嗯	0
[用户静音]可1嗯	0
[用户未说话]嗯这样对对满意	1
喂喂嗯可1归去非92喂满意	1
1睡3十[用户静音]未按键	-1
对什么你从从重新说1下吗[用户静音]	0
嗯那什么呃这个方面1	-1
嗯y呃短信的喂嗯满意没	1
[用户静音]怎么有什么事吗是的1前买买了几年了紧急的时候才买的对的对啊怎么怎么说啊现在满天吗也都是这么样子嘛都是保险吗	0
233后不没事不用了	-1
是的嗯方便嗯喂嗯1般吗	1
唉揭嘛喂喂满意	1
什么事可1啊什么事可1的对对对满意	0
干嘛我现在正在忙啊嗯不用不用我现在很忙到改天吧	0
[用户静音]你讲啊嗯嗯是啊昨天没人	0
唉对嗯唉对昆明肯定要勾吗对啊满意	1
是的方便未按键[用户静音]方便2其中有8个人打了是吧方便1是的方便啊3不是啊	1
喂唉呀我有事情	0
[用户静音]嗯1	0
唉是的噢你说吧好谢谢了是	0
喂嗯对啊喂就那个采光好喂喂你好[用户静音]听不清楚重复我是说从前面开始也是嗯你跟我解释这是什么服务我没听清楚	-1
对这个东西嗯你可能你就我就不是我的车子那个临时牌子好像是8115喂那个什么意思吗哪天	-1
[用户静音]嗯嗯现在嗯嗯嗯能听到可1	1
嗯请说喂ag07118喂13913985475487那才是常用的[用户静音]	1
呃怎么开嗯怎么回事啊说再见差不多才可以	-1
你老公吗唉找不方便跟你讲吧我该怎么办呢	-1
嗯是的嗯是啊未按键	0
嗯你好喂未按键	0
喂喂喂你好喂嗯讲不呃对对对嗯喂喂	0
噜拊嗯嗯呃对对对对喂满意满意啊	1
喂唉什么时候什么什么审啊嗯	-1
你好烦死了嗯嗯方便听懂恩剩余期满意汽大众吗	1
唉可1可1可1唉对呀啊	0
对喂喂喂嗯开通	0
嗯对嗯嗯嗯对帮助	1
嗯是了有什么事喂你好1	0
喂嗯意思嗯嗯嗯	0
喂嗯嗯嗯车牌号这是唉你打133100113这个1530854	-1
嗯嗯方便未按键	1
嗯哪里啊噢我觉得呃在开会啊	-1
喂好的好的啊对啊应该去哪里投你是哪里注册什么公司啊满意怎么不满意	1
[用户未说话]嗯失败唉对对嗯嗯嗯新年财信还不知道	-1
对呃嗯对啊对满意啊	1
呃不是什么事呢	-1
这有什么事情喂请问1下你是有什么事情谢谢啊喂那个信号不好是吧	-1
喂喂晓得晓得你讲喂是	0
打出来了喂就是1	-1
恩存量双[用户静音]嗯	0
唉你是哪位你好1	-1
[用户静音]方便未按键	1
呃你好嗯方便1	1
噢啊你说未按键	0
[用户未说话]	-1
什么事啊什么事方便啊是对满意	1
对方便对呀你好就是你们那个服务大厅人太长了吃饭时间也很很长时间	1
[用户静音]可11	0
喂方便请请讲不是啊	-1
[用户静音]你都看到香港	0
是的是的说嘛是的可1的呀	0
喂说喂嗯你讲吧开户行都搞错了呃这样不负责	-1
喂嗯可以啊方便对	1
喂买房呗方便的啊就是我的呃我老公的要158满意	1
喂水了水玉兰死亡你说嘛呃你说阜阳十这个航班[用户静音]	-1
呃他现在没时间啊	0
你说喂你说你说你是什么公司啊噢我刚在你这刚从你们刚在你们公司买个保险	0
唉请问有什么事啊喂嗯对对对唉呀麻烦你你有什么事直接跟我说1下吧我这是开会的也没你说下有什么事就可1了好吧就可了	-1
唉对嗯你说方便方便对对[用户静音]满意满意唉	1
嗯是啊这我们晓得记不到嗯对昨天有两3噢耶	1
是是是是的谢谢啊车牌号搞错了	1
啊是对对对未按键	0
嗯我在高速上开车了什么事什么事嗯营业讲解必须要[用户未说话]唉我我媳妇在在哪里噢我知道11打电话问1下是吧国家都回答你我也开学来回答你啊	-1
我是否用没有问题喂对对满意	1
对方便对都[用户静音]	1
转人工喂你好喂喂	0
唉呀[用户未说话]对呀对呀能不能干	-1
啊对方便了对的是的我讲说很满意吗现在是	1
嗯是的是的唉喂唉是的	0
喂你好方便房子你知道吧你讲我我没拆呃那个你记错了吧我没有睡了哪1张到时候我会开心啊我买票都拿公司来保险啊是不是啊	1
[用户静音]说吧什么事未按键	0
你好喂喂喂啊你在哪里不更改	0
嗯打个正在满意现在办东西这我这不刚才办户或者1般户中满足的啊	1
他妈的心烦喂能不能给你们了	-1
喂你好我的干活累不累	1
噢那行部门的吗噢对嗯等1下可1的	0
方便多少啊你说我听不清楚我这可怕还是68673对满意	1
唉对呃现在可以你说吧我在开车唉对呃对的呃满意满意	1
喂嗯你说嗯什么风什么意思呢所1我车牌号不对啊	-1
唉是的可1方便对对满意	1
喂嗯对嗯是还可1嗯	0
唉对是的嗯你好嗯可1	0
嗯嗯现在我还在外面吗	0
[用户未说话]有什么事啦	-1
唉对嗯你说未按键	-1
唉对对对哪位嗯可1可1嗯喂怎么着你好我觉得	0
[用户未说话]	-1
[用户静音]你好未按键	0
恩呃没事啊未按键	0
什么呢嗯未按键	-1
[用户未说话]	-1
嗯好再见现在开始感觉昨天我打电话过来吗嗯对呃我来看看	1
有3个人噢8十2同时我觉得嗯对对对乖乖你们公司还是回来啊	0
嗯方便可1查那个房子	1
喂说[用户静音]能听到你说还可1	0
嗯是的嗯你稍后再打呢未按键	0
[用户静音]这块不太方便	0
要语音服务[用户静音]	0
[用户静音]可1理解不是	0
对啊嗯不不不喂喂喂	0
嗯图片对对对对对对满意呢	1
恩你啥事啊[用户静音]未按键	-1
